date,MSA,Variable,Value
2016-08-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,855400.0
2016-08-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,234300.0
2016-08-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1190700.0
2016-08-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,308000.0
2016-08-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,2036100.0
2016-08-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,88300.0
2016-08-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,999800.0
2016-08-01,"St. Louis, MO-IL Metro Area",Government,148300.0
2016-08-01,"St. Louis, MO-IL Metro Area",Total Private,1222800.0
2016-08-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,153400.0
2016-08-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1140000.0
2016-08-01,"Yuba City, CA Metro Area",Government,10800.0
2016-08-01,"Yuba City, CA Metro Area",Total Private,32100.0
2016-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,177200.0
2016-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,832200.0
2016-09-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,155300.0
2016-09-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,1007900.0
2016-09-01,"Cincinnati, OH-KY-IN Metro Area",Government,131500.0
2016-09-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,956100.0
2016-09-01,"Cleveland-Elyria, OH Metro Area",Government,134800.0
2016-09-01,"Cleveland-Elyria, OH Metro Area",Total Private,921300.0
2016-09-01,"Columbus, OH Metro Area",Government,174200.0
2016-09-01,"Columbus, OH Metro Area",Total Private,895900.0
2016-09-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,185600.0
2016-09-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1805800.0
2016-09-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,132600.0
2016-09-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,924700.0
2016-09-01,"Kansas City, MO-KS Metro Area",Government,150200.0
2016-09-01,"Kansas City, MO-KS Metro Area",Total Private,927800.0
2016-09-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,310200.0
2016-09-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,2272200.0
2016-09-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,124900.0
2016-09-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,1095800.0
2016-09-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,244300.0
2016-09-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1751200.0
2016-09-01,"Pittsburgh, PA Metro Area",Government,117100.0
2016-09-01,"Pittsburgh, PA Metro Area",Total Private,1049200.0
2016-09-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,147900.0
2016-09-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,1008800.0
2016-09-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,240000.0
2016-09-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,1161900.0
2016-09-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,231300.0
2016-09-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,723800.0
2016-09-01,"Salt Lake City, UT Metro Area",Government,107400.0
2016-09-01,"Salt Lake City, UT Metro Area",Total Private,597600.0
2016-09-01,"San Antonio-New Braunfels, TX Metro Area",Government,170500.0
2016-09-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,853100.0
2016-09-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,239700.0
2016-09-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1188500.0
2016-09-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,315600.0
2016-09-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,2032900.0
2016-09-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,92900.0
2016-09-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,992800.0
2016-09-01,"St. Louis, MO-IL Metro Area",Government,164100.0
2016-09-01,"St. Louis, MO-IL Metro Area",Total Private,1220300.0
2016-09-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,156700.0
2016-09-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1142500.0
2016-09-01,"Yuba City, CA Metro Area",Government,11200.0
2016-09-01,"Yuba City, CA Metro Area",Total Private,32000.0
2016-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,180400.0
2016-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,836900.0
2016-10-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,157200.0
2016-10-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,1014500.0
2016-10-01,"Cincinnati, OH-KY-IN Metro Area",Government,132700.0
2016-10-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,958500.0
2016-10-01,"Cleveland-Elyria, OH Metro Area",Government,137700.0
2016-10-01,"Cleveland-Elyria, OH Metro Area",Total Private,924900.0
2016-10-01,"Columbus, OH Metro Area",Government,178500.0
2016-10-01,"Columbus, OH Metro Area",Total Private,901800.0
2016-10-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,187800.0
2016-10-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1811600.0
2016-10-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,130699.99999999999
2016-10-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,922400.0
2016-10-01,"Kansas City, MO-KS Metro Area",Government,149700.0
2016-10-01,"Kansas City, MO-KS Metro Area",Total Private,933300.0
2016-10-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,311000.0
2016-10-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,2290300.0
2016-10-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,125900.0
2016-10-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,1102100.0
2016-10-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,246000.0
2016-10-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1768100.0
2016-10-01,"Pittsburgh, PA Metro Area",Government,118400.0
2016-10-01,"Pittsburgh, PA Metro Area",Total Private,1052700.0
2016-10-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,155900.0
2016-10-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,1011000.0
2016-10-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,246400.0
2016-10-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,1177900.0
2016-10-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,235700.0
2016-10-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,724700.0
2016-10-01,"Salt Lake City, UT Metro Area",Government,109300.0
2016-10-01,"Salt Lake City, UT Metro Area",Total Private,598300.0
2016-10-01,"San Antonio-New Braunfels, TX Metro Area",Government,171300.0
2016-10-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,855200.0
2016-10-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,246800.0
2016-10-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1193000.0
2016-10-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,321800.0
2016-10-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,2044300.0
2016-10-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,96000.0
2016-10-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,998100.0
2016-10-01,"St. Louis, MO-IL Metro Area",Government,165100.0
2016-10-01,"St. Louis, MO-IL Metro Area",Total Private,1227500.0
2016-10-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,159100.0
2016-10-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1152000.0
2016-10-01,"Yuba City, CA Metro Area",Government,11100.0
2016-10-01,"Yuba City, CA Metro Area",Total Private,31800.0
2016-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,181900.0
2016-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,840600.0
2016-11-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,158500.0
2016-11-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,1018300.0
2016-11-01,"Cincinnati, OH-KY-IN Metro Area",Government,133000.0
2016-11-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,961400.0
2016-11-01,"Cleveland-Elyria, OH Metro Area",Government,138000.0
2016-11-01,"Cleveland-Elyria, OH Metro Area",Total Private,927000.0
2016-11-01,"Columbus, OH Metro Area",Government,179900.0
2016-11-01,"Columbus, OH Metro Area",Total Private,910300.0
2016-11-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,190400.0
2016-11-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1824900.0
2016-11-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,132500.0
2016-11-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,928500.0
2016-11-01,"Kansas City, MO-KS Metro Area",Government,149500.0
2016-11-01,"Kansas City, MO-KS Metro Area",Total Private,934600.0
2016-11-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,312700.0
2016-11-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,2323100.0
2016-11-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,127000.0
2016-11-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,1114100.0
2016-11-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,247400.0
2016-11-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1786900.0
2016-11-01,"Pittsburgh, PA Metro Area",Government,119100.0
2016-11-01,"Pittsburgh, PA Metro Area",Total Private,1055700.0
2016-11-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,157500.0
2016-11-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,1014600.0
2016-11-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,249100.0
2016-11-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,1192800.0
2016-11-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,236900.0
2016-11-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,728800.0
2016-11-01,"Salt Lake City, UT Metro Area",Government,109000.0
2016-11-01,"Salt Lake City, UT Metro Area",Total Private,601600.0
2016-11-01,"San Antonio-New Braunfels, TX Metro Area",Government,172300.0
2016-11-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,861500.0
2016-11-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,249100.0
2016-11-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1201100.0
2016-11-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,324100.0
2016-11-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,2053000.0
2016-11-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,97900.0
2016-11-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,1002000.0
2016-11-01,"St. Louis, MO-IL Metro Area",Government,165200.0
2016-11-01,"St. Louis, MO-IL Metro Area",Total Private,1226600.0
2016-11-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,159400.0
2016-11-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1162800.0
2016-11-01,"Yuba City, CA Metro Area",Government,11200.0
2016-11-01,"Yuba City, CA Metro Area",Total Private,31800.0
2016-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,181900.0
2016-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,840700.0
2016-12-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,158100.0
2016-12-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,1020600.0
2016-12-01,"Cincinnati, OH-KY-IN Metro Area",Government,132100.0
2016-12-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,961800.0
2016-12-01,"Cleveland-Elyria, OH Metro Area",Government,137300.0
2016-12-01,"Cleveland-Elyria, OH Metro Area",Total Private,923300.0
2016-12-01,"Columbus, OH Metro Area",Government,177900.0
2016-12-01,"Columbus, OH Metro Area",Total Private,908800.0
2016-12-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,188100.0
2016-12-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1817800.0
2016-12-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,132600.0
2016-12-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,925600.0
2016-12-01,"Kansas City, MO-KS Metro Area",Government,148400.0
2016-12-01,"Kansas City, MO-KS Metro Area",Total Private,934700.0
2016-12-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,310900.0
2016-12-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,2338400.0
2016-12-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,126200.0
2016-12-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,1118700.0
2016-12-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,244900.0
2016-12-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1792700.0
2016-12-01,"Pittsburgh, PA Metro Area",Government,118700.0
2016-12-01,"Pittsburgh, PA Metro Area",Total Private,1049300.0
2016-12-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,156700.0
2016-12-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,1013000.0
2016-12-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,249200.0
2016-12-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,1195400.0
2016-12-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,235900.0
2016-12-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,730700.0
2016-12-01,"Salt Lake City, UT Metro Area",Government,109300.0
2016-12-01,"Salt Lake City, UT Metro Area",Total Private,602000.0
2016-12-01,"San Antonio-New Braunfels, TX Metro Area",Government,172300.0
2016-12-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,862800.0
2016-12-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,249400.0
2016-12-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1201700.0
2016-12-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,323000.0
2016-12-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,2055300.0000000002
2016-12-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,97800.0
2016-12-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,1003700.0
2016-12-01,"St. Louis, MO-IL Metro Area",Government,165600.0
2016-12-01,"St. Louis, MO-IL Metro Area",Total Private,1223500.0
2016-12-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,159100.0
2016-12-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1166900.0
2016-12-01,"Yuba City, CA Metro Area",Government,11100.0
2016-12-01,"Yuba City, CA Metro Area",Total Private,31600.0
2017-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,182000.0
2017-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,829100.0
2017-01-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,155900.0
2017-01-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,1003200.0
2017-01-01,"Cincinnati, OH-KY-IN Metro Area",Government,128600.0
2017-01-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,939600.0
2017-01-01,"Cleveland-Elyria, OH Metro Area",Government,135400.0
2017-01-01,"Cleveland-Elyria, OH Metro Area",Total Private,898100.0
2017-01-01,"Columbus, OH Metro Area",Government,177500.0
2017-01-01,"Columbus, OH Metro Area",Total Private,885100.0
2017-01-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,184100.0
2017-01-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1787100.0
2017-01-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,131600.0
2017-01-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,900200.0
2017-01-01,"Kansas City, MO-KS Metro Area",Government,147900.0
2017-01-01,"Kansas City, MO-KS Metro Area",Total Private,911400.0
2017-01-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,310900.0
2017-01-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,2301500.0
2017-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,125400.0
2017-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,1104800.0
2017-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,237400.0
2017-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1763000.0
2017-01-01,"Pittsburgh, PA Metro Area",Government,113800.0
2017-01-01,"Pittsburgh, PA Metro Area",Total Private,1027800.0
2017-01-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,154000.0
2017-01-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,990400.0
2017-01-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,249200.0
2017-01-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,1173700.0
2017-01-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,234700.0
2017-01-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,715400.0
2017-01-01,"Salt Lake City, UT Metro Area",Government,107700.0
2017-01-01,"Salt Lake City, UT Metro Area",Total Private,593100.0
2017-01-01,"San Antonio-New Braunfels, TX Metro Area",Government,171200.0
2017-01-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,849900.0
2017-01-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,246600.0
2017-01-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1178200.0
2017-01-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,319000.0
2017-01-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,2018100.0
2017-01-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,95800.0
2017-01-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,988400.0
2017-01-01,"St. Louis, MO-IL Metro Area",Government,159900.0
2017-01-01,"St. Louis, MO-IL Metro Area",Total Private,1200200.0
2017-01-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,157800.0
2017-01-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1151400.0
2017-01-01,"Yuba City, CA Metro Area",Government,11000.0
2017-01-01,"Yuba City, CA Metro Area",Total Private,31000.0
2017-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,183500.0
2017-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,837000.0
2017-02-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,157400.0
2017-02-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,1007700.0
2017-02-01,"Cincinnati, OH-KY-IN Metro Area",Government,131900.0
2017-02-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,942200.0
2017-02-01,"Cleveland-Elyria, OH Metro Area",Government,136900.0
2017-02-01,"Cleveland-Elyria, OH Metro Area",Total Private,901000.0
2017-02-01,"Columbus, OH Metro Area",Government,179400.0
2017-02-01,"Columbus, OH Metro Area",Total Private,886100.0
2017-02-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,186700.0
2017-02-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1787400.0
2017-02-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,132400.0
2017-02-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,903500.0
2017-02-01,"Kansas City, MO-KS Metro Area",Government,150200.0
2017-02-01,"Kansas City, MO-KS Metro Area",Total Private,914900.0
2017-02-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,313100.0
2017-02-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,2315500.0
2017-02-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,126500.0
2017-02-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,1114200.0
2017-02-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,246000.0
2017-02-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1774300.0
2017-02-01,"Pittsburgh, PA Metro Area",Government,118300.0
2017-02-01,"Pittsburgh, PA Metro Area",Total Private,1030700.0
2017-02-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,157300.0
2017-02-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,1004600.0
2017-02-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,249300.0
2017-02-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,1175800.0
2017-02-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,235100.0
2017-02-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,719400.0
2017-02-01,"Salt Lake City, UT Metro Area",Government,108900.0
2017-02-01,"Salt Lake City, UT Metro Area",Total Private,595500.0
2017-02-01,"San Antonio-New Braunfels, TX Metro Area",Government,172900.0
2017-02-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,854100.0
2017-02-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,249500.0
2017-02-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1183900.0
2017-02-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,320900.0
2017-02-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,2033100.0
2017-02-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,95800.0
2017-02-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,995200.0
2017-02-01,"St. Louis, MO-IL Metro Area",Government,163100.0
2017-02-01,"St. Louis, MO-IL Metro Area",Total Private,1208300.0
2017-02-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,160300.0
2017-02-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1156300.0
2017-02-01,"Yuba City, CA Metro Area",Government,10900.0
2017-02-01,"Yuba City, CA Metro Area",Total Private,30800.0
2017-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,184400.0
2017-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,842200.0
2017-03-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,158500.0
2017-03-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,1015700.0
2017-03-01,"Cincinnati, OH-KY-IN Metro Area",Government,133000.0
2017-03-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,948700.0
2017-03-01,"Cleveland-Elyria, OH Metro Area",Government,136600.0
2017-03-01,"Cleveland-Elyria, OH Metro Area",Total Private,905300.0
2017-03-01,"Columbus, OH Metro Area",Government,179100.0
2017-03-01,"Columbus, OH Metro Area",Total Private,889500.0
2017-03-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,188000.0
2017-03-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1793600.0
2017-03-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,132900.0
2017-03-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,912500.0
2017-03-01,"Kansas City, MO-KS Metro Area",Government,150600.0
2017-03-01,"Kansas City, MO-KS Metro Area",Total Private,921300.0
2017-03-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,314400.0
2017-03-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,2323900.0
2017-03-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,126700.0
2017-03-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,1119000.0
2017-03-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,245800.0
2017-03-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1782800.0
2017-03-01,"Pittsburgh, PA Metro Area",Government,118600.0
2017-03-01,"Pittsburgh, PA Metro Area",Total Private,1036900.0000000001
2017-03-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,158800.0
2017-03-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,1011100.0
2017-03-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,252200.0
2017-03-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,1185200.0
2017-03-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,237300.0
2017-03-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,723600.0
2017-03-01,"Salt Lake City, UT Metro Area",Government,109200.0
2017-03-01,"Salt Lake City, UT Metro Area",Total Private,598100.0
2017-03-01,"San Antonio-New Braunfels, TX Metro Area",Government,173300.0
2017-03-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,859500.0
2017-03-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,249800.0
2017-03-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1187400.0
2017-03-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,323500.0
2017-03-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,2045500.0
2017-03-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,96800.0
2017-03-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,1000300.0
2017-03-01,"St. Louis, MO-IL Metro Area",Government,163000.0
2017-03-01,"St. Louis, MO-IL Metro Area",Total Private,1213500.0
2017-03-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,159700.0
2017-03-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1161400.0
2017-03-01,"Yuba City, CA Metro Area",Government,11200.0
2017-03-01,"Yuba City, CA Metro Area",Total Private,31200.0
2017-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,183500.0
2017-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,848400.0
2017-04-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,159200.0
2017-04-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,1018300.0
2017-04-01,"Cincinnati, OH-KY-IN Metro Area",Government,133500.0
2017-04-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,959300.0
2017-04-01,"Cleveland-Elyria, OH Metro Area",Government,137200.0
2017-04-01,"Cleveland-Elyria, OH Metro Area",Total Private,917800.0
2017-04-01,"Columbus, OH Metro Area",Government,180200.0
2017-04-01,"Columbus, OH Metro Area",Total Private,898900.0
2017-04-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,188300.0
2017-04-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1807500.0
2017-04-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,132000.0
2017-04-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,922000.0
2017-04-01,"Kansas City, MO-KS Metro Area",Government,151100.0
2017-04-01,"Kansas City, MO-KS Metro Area",Total Private,930900.0
