date,MSA,Variable,Value
2000-08-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,603500.0
2000-08-01,"Salt Lake City, UT Metro Area",Government,76400.0
2000-08-01,"Salt Lake City, UT Metro Area",Total Private,473800.0
2000-08-01,"San Antonio-New Braunfels, TX Metro Area",Government,134200.0
2000-08-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,621400.0
2000-08-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,192400.0
2000-08-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1001800.0
2000-08-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,300300.0
2000-08-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1841700.0
2000-08-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,94200.0
2000-08-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,970700.0
2000-08-01,"St. Louis, MO-IL Metro Area",Government,145100.0
2000-08-01,"St. Louis, MO-IL Metro Area",Total Private,1176100.0
2000-08-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,141300.0
2000-08-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1002400.0
2000-08-01,"Yuba City, CA Metro Area",Government,10500.0
2000-08-01,"Yuba City, CA Metro Area",Total Private,27900.0
2000-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,141400.0
2000-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,553700.0
2000-09-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,110000.0
2000-09-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,826500.0
2000-09-01,"Cincinnati, OH-KY-IN Metro Area",Government,123300.0
2000-09-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,894100.0
2000-09-01,"Cleveland-Elyria, OH Metro Area",Government,141000.0
2000-09-01,"Cleveland-Elyria, OH Metro Area",Total Private,999400.0
2000-09-01,"Columbus, OH Metro Area",Government,151900.0
2000-09-01,"Columbus, OH Metro Area",Total Private,783400.0
2000-09-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,224800.0
2000-09-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1976700.0
2000-09-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,119400.0
2000-09-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,787700.0
2000-09-01,"Kansas City, MO-KS Metro Area",Government,135400.0
2000-09-01,"Kansas City, MO-KS Metro Area",Total Private,845600.0
2000-09-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,293600.0
2000-09-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,1875600.0
2000-09-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,92000.0
2000-09-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,817300.0
2000-09-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,200600.0
2000-09-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1391400.0
2000-09-01,"Pittsburgh, PA Metro Area",Government,126300.0
2000-09-01,"Pittsburgh, PA Metro Area",Total Private,1030900.0000000001
2000-09-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,124900.0
2000-09-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,866600.0
2000-09-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,189500.0
2000-09-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,812300.0
2000-09-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,208900.0
2000-09-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,603100.0
2000-09-01,"Salt Lake City, UT Metro Area",Government,82100.0
2000-09-01,"Salt Lake City, UT Metro Area",Total Private,473000.0
2000-09-01,"San Antonio-New Braunfels, TX Metro Area",Government,140000.0
2000-09-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,621400.0
2000-09-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,201500.0
2000-09-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1003500.0
2000-09-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,302600.0
2000-09-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1850600.0
2000-09-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,93800.0
2000-09-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,973400.0
2000-09-01,"St. Louis, MO-IL Metro Area",Government,166100.0
2000-09-01,"St. Louis, MO-IL Metro Area",Total Private,1175200.0
2000-09-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,144100.0
2000-09-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1004800.0
2000-09-01,"Yuba City, CA Metro Area",Government,11000.0
2000-09-01,"Yuba City, CA Metro Area",Total Private,27900.0
2000-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,141400.0
2000-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,555800.0
2000-10-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,114100.0
2000-10-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,826800.0
2000-10-01,"Cincinnati, OH-KY-IN Metro Area",Government,126600.0
2000-10-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,892700.0
2000-10-01,"Cleveland-Elyria, OH Metro Area",Government,143200.0
2000-10-01,"Cleveland-Elyria, OH Metro Area",Total Private,996700.0
2000-10-01,"Columbus, OH Metro Area",Government,155500.0
2000-10-01,"Columbus, OH Metro Area",Total Private,788800.0
2000-10-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,240000.0
2000-10-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1983800.0
2000-10-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,118600.0
2000-10-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,788100.0
2000-10-01,"Kansas City, MO-KS Metro Area",Government,136700.0
2000-10-01,"Kansas City, MO-KS Metro Area",Total Private,845500.0
2000-10-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,297400.0
2000-10-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,1874900.0
2000-10-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,92900.0
2000-10-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,814500.0
2000-10-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,203600.0
2000-10-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1398800.0
2000-10-01,"Pittsburgh, PA Metro Area",Government,129600.0
2000-10-01,"Pittsburgh, PA Metro Area",Total Private,1028800.0
2000-10-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,132500.0
2000-10-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,864300.0
2000-10-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,194100.0
2000-10-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,811600.0
2000-10-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,212400.0
2000-10-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,599000.0
2000-10-01,"Salt Lake City, UT Metro Area",Government,82800.0
2000-10-01,"Salt Lake City, UT Metro Area",Total Private,474700.0
2000-10-01,"San Antonio-New Braunfels, TX Metro Area",Government,141900.0
2000-10-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,615600.0
2000-10-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,209000.0
2000-10-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1003500.0
2000-10-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,308600.0
2000-10-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1845800.0
2000-10-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,98900.0
2000-10-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,969700.0
2000-10-01,"St. Louis, MO-IL Metro Area",Government,166000.0
2000-10-01,"St. Louis, MO-IL Metro Area",Total Private,1177600.0
2000-10-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,146000.0
2000-10-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1000400.0
2000-10-01,"Yuba City, CA Metro Area",Government,11000.0
2000-10-01,"Yuba City, CA Metro Area",Total Private,27100.0
2000-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,142400.0
2000-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,559200.0
2000-11-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,113700.0
2000-11-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,827300.0
2000-11-01,"Cincinnati, OH-KY-IN Metro Area",Government,127700.0
2000-11-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,894700.0
2000-11-01,"Cleveland-Elyria, OH Metro Area",Government,143900.0
2000-11-01,"Cleveland-Elyria, OH Metro Area",Total Private,999400.0
2000-11-01,"Columbus, OH Metro Area",Government,156900.0
2000-11-01,"Columbus, OH Metro Area",Total Private,794900.0
2000-11-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,242200.0
2000-11-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1990700.0
2000-11-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,119300.0
2000-11-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,784700.0
2000-11-01,"Kansas City, MO-KS Metro Area",Government,138000.0
2000-11-01,"Kansas City, MO-KS Metro Area",Total Private,841900.0
2000-11-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,299300.0
2000-11-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,1906900.0
2000-11-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,93400.0
2000-11-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,821200.0
2000-11-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,204200.0
2000-11-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1412000.0
2000-11-01,"Pittsburgh, PA Metro Area",Government,130900.0
2000-11-01,"Pittsburgh, PA Metro Area",Total Private,1031700.0
2000-11-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,133600.0
2000-11-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,870600.0
2000-11-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,196800.0
2000-11-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,821400.0
2000-11-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,213200.0
2000-11-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,605900.0
2000-11-01,"Salt Lake City, UT Metro Area",Government,83000.0
2000-11-01,"Salt Lake City, UT Metro Area",Total Private,479200.0
2000-11-01,"San Antonio-New Braunfels, TX Metro Area",Government,141900.0
2000-11-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,617100.0
2000-11-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,211600.0
2000-11-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1009800.0
2000-11-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,312400.0
2000-11-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1860700.0
2000-11-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,99300.0
2000-11-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,977500.0
2000-11-01,"St. Louis, MO-IL Metro Area",Government,167600.0
2000-11-01,"St. Louis, MO-IL Metro Area",Total Private,1176900.0
2000-11-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,147800.0
2000-11-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1010500.0
2000-11-01,"Yuba City, CA Metro Area",Government,11000.0
2000-11-01,"Yuba City, CA Metro Area",Total Private,27600.0
2000-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,140100.0
2000-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,562300.0
2000-12-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,113600.0
2000-12-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,828000.0
2000-12-01,"Cincinnati, OH-KY-IN Metro Area",Government,128000.0
2000-12-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,899100.0
2000-12-01,"Cleveland-Elyria, OH Metro Area",Government,144500.0
2000-12-01,"Cleveland-Elyria, OH Metro Area",Total Private,1000600.0
2000-12-01,"Columbus, OH Metro Area",Government,158100.0
2000-12-01,"Columbus, OH Metro Area",Total Private,797200.0
2000-12-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,241400.0
2000-12-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1993100.0
2000-12-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,119500.0
2000-12-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,786100.0
2000-12-01,"Kansas City, MO-KS Metro Area",Government,138200.0
2000-12-01,"Kansas City, MO-KS Metro Area",Total Private,843800.0
2000-12-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,300800.0
2000-12-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,1932100.0
2000-12-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,94000.0
2000-12-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,826600.0
2000-12-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,205600.0
2000-12-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1425700.0
2000-12-01,"Pittsburgh, PA Metro Area",Government,129699.99999999999
2000-12-01,"Pittsburgh, PA Metro Area",Total Private,1030200.0
2000-12-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,133500.0
2000-12-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,871400.0
2000-12-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,198100.0
2000-12-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,827500.0
2000-12-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,213000.0
2000-12-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,612600.0
2000-12-01,"Salt Lake City, UT Metro Area",Government,82900.0
2000-12-01,"Salt Lake City, UT Metro Area",Total Private,484400.0
2000-12-01,"San Antonio-New Braunfels, TX Metro Area",Government,141600.0
2000-12-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,621400.0
2000-12-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,212000.0
2000-12-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1019400.0
2000-12-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,311300.0
2000-12-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1877500.0
2000-12-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,99000.0
2000-12-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,988000.0
2000-12-01,"St. Louis, MO-IL Metro Area",Government,168100.0
2000-12-01,"St. Louis, MO-IL Metro Area",Total Private,1172000.0
2000-12-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,147900.0
2000-12-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1017200.0
2000-12-01,"Yuba City, CA Metro Area",Government,10800.0
2000-12-01,"Yuba City, CA Metro Area",Total Private,27600.0
2001-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,140400.0
2001-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,546700.0
2001-01-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,111900.0
2001-01-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,810700.0
2001-01-01,"Cincinnati, OH-KY-IN Metro Area",Government,125700.0
2001-01-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,869600.0
2001-01-01,"Cleveland-Elyria, OH Metro Area",Government,141000.0
2001-01-01,"Cleveland-Elyria, OH Metro Area",Total Private,971600.0
2001-01-01,"Columbus, OH Metro Area",Government,153100.0
2001-01-01,"Columbus, OH Metro Area",Total Private,777300.0
2001-01-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,235800.0
2001-01-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1887800.0
2001-01-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,115700.0
2001-01-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,769500.0
2001-01-01,"Kansas City, MO-KS Metro Area",Government,138700.0
2001-01-01,"Kansas City, MO-KS Metro Area",Total Private,825200.0
2001-01-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,298600.0
2001-01-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,1891300.0
2001-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,92900.0
2001-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,807500.0
2001-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,194900.0
2001-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1386600.0
2001-01-01,"Pittsburgh, PA Metro Area",Government,128500.0
2001-01-01,"Pittsburgh, PA Metro Area",Total Private,1009500.0
2001-01-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,131900.0
2001-01-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,848200.0
2001-01-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,198200.0
2001-01-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,819000.0
2001-01-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,211300.0
2001-01-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,595200.0
2001-01-01,"Salt Lake City, UT Metro Area",Government,82800.0
2001-01-01,"Salt Lake City, UT Metro Area",Total Private,473000.0
2001-01-01,"San Antonio-New Braunfels, TX Metro Area",Government,140300.0
2001-01-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,605400.0
2001-01-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,210100.0
2001-01-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,992700.0
2001-01-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,304400.0
2001-01-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1827200.0
2001-01-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,97400.0
2001-01-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,963100.0
2001-01-01,"St. Louis, MO-IL Metro Area",Government,164600.0
2001-01-01,"St. Louis, MO-IL Metro Area",Total Private,1138200.0
2001-01-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,145700.0
2001-01-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,980300.0
2001-01-01,"Yuba City, CA Metro Area",Government,10900.0
2001-01-01,"Yuba City, CA Metro Area",Total Private,26500.0
2001-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,143800.0
2001-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,548400.0
2001-02-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,113500.0
2001-02-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,812900.0
2001-02-01,"Cincinnati, OH-KY-IN Metro Area",Government,129199.99999999999
2001-02-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,869500.0
2001-02-01,"Cleveland-Elyria, OH Metro Area",Government,143700.0
2001-02-01,"Cleveland-Elyria, OH Metro Area",Total Private,970500.0
2001-02-01,"Columbus, OH Metro Area",Government,156300.0
2001-02-01,"Columbus, OH Metro Area",Total Private,777300.0
2001-02-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,239700.0
2001-02-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1901000.0
2001-02-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,118200.0
2001-02-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,770000.0
2001-02-01,"Kansas City, MO-KS Metro Area",Government,140900.0
